total_quantity,business_quantity,personal_quantity,request_type,total_time
1,1,0,existence,3.33
115,90,25,payment,298.6
148,68,80,debt,323.72
100,16,84,existence,183.07
142,23,119,debt,405.67
79,5,74,payment,207.52
42,28,14,existence,115.87
48,28,20,debt,118.46
15,4,11,debt,56.3
151,101,50,debt,482.53
39,10,29,debt,118.22
4,4,0,payment,20.07
125,103,22,debt,322.06
60,3,57,existence,84.91
56,44,12,existence,142.86
22,14,8,payment,73.36
107,3,104,existence,173.39
106,81,25,debt,202.28
17,2,15,payment,43.33
30,17,13,existence,76.99
18,2,16,debt,47.21
137,46,91,payment,289.04
124,34,90,existence,277.5
34,9,25,debt,95.46
82,33,49,payment,158.64
82,82,0,payment,208.85
14,8,6,payment,41.38
133,6,127,debt,306.28
62,17,45,existence,106.91
45,3,42,existence,100.44
122,51,71,existence,219.81
9,5,4,existence,22.46
105,21,84,debt,279.81
106,2,104,existence,214.32
151,140,11,payment,541.34
12,1,11,debt,36.61
52,33,19,existence,116.09
9,9,0,payment,40.35
84,26,58,existence,199.6
85,68,17,payment,250.61
22,12,10,debt,82.91
79,77,2,payment,239.88
6,3,3,debt,30.37
152,59,93,existence,273.03
38,33,5,debt,84.21
122,66,56,payment,352.75
125,80,45,existence,336.39
25,5,20,debt,62.6
45,20,25,debt,149.85
44,33,11,existence,115.28
2,1,1,debt,26.92
156,22,134,debt,376.9
56,30,26,payment,146.32
37,4,33,existence,74.24
101,66,35,payment,182.77
69,11,58,existence,133.74
134,127,7,existence,433.36
18,18,0,debt,80.81
28,2,26,payment,65.85
55,15,40,payment,137.78
100,73,27,existence,230.45
46,30,16,existence,122.66
118,62,56,existence,293.22
11,5,6,payment,45.32
145,40,105,payment,399.95
40,1,39,payment,89.57
115,76,39,existence,366.2
111,14,97,existence,254.91
125,75,50,payment,326.99
78,10,68,existence,148.08
17,17,0,debt,75.84
141,86,55,debt,353.29
57,46,11,debt,213.75
21,1,20,payment,44.88
143,34,109,debt,251.39
66,28,38,debt,215.8
13,3,10,existence,19.63
70,15,55,debt,158.89
18,13,5,existence,41.01
144,62,82,existence,322.78
68,68,0,existence,223.1
115,97,18,existence,320.56
10,1,9,payment,23.84
121,95,26,existence,289.63
126,67,59,existence,246.57
79,45,34,payment,248.67
106,51,55,payment,198.11
84,66,18,debt,298.31
8,4,4,existence,22.47
52,49,3,debt,173.85
39,2,37,debt,87.35
129,67,62,payment,383.93
2,1,1,debt,33.76
83,78,5,debt,258.67
132,79,53,payment,316.4
50,28,22,existence,111.6
72,39,33,existence,140.02
52,24,28,debt,163.77
141,112,29,payment,511.78
24,9,15,debt,63.12
52,18,34,payment,143.6
92,40,52,debt,243.54
3,2,1,debt,28.19
106,69,37,payment,275.85
56,26,30,existence,154.45
68,26,42,existence,151.04
62,37,25,payment,143.03
11,4,7,debt,42.96
154,59,95,existence,400.26
74,51,23,payment,209.71
49,17,32,existence,90.19
80,72,8,payment,210.67
145,132,13,existence,471.41
96,65,31,existence,278.11
100,53,47,debt,330.12
29,27,2,existence,64.51
10,3,7,payment,36.8
26,14,12,debt,71.03
78,66,12,debt,207.38
55,27,28,existence,146.5
146,11,135,debt,211.2
119,15,104,payment,164.12
4,1,3,debt,27.58
73,65,8,payment,209.93
88,84,4,existence,184.8
104,104,0,existence,328.51
83,65,18,existence,192.78
8,7,1,existence,26.58
69,48,21,payment,204.02
122,103,19,payment,399.22
51,28,23,existence,121.54
36,14,22,existence,77.14
55,29,26,payment,142.72
154,15,139,debt,248.66
137,87,50,payment,386.66
24,3,21,existence,47.19
112,86,26,payment,266.55
72,39,33,existence,115.88
70,10,60,existence,162.54
117,29,88,debt,291.92
24,7,17,existence,44.64
133,94,39,existence,300.14
24,17,7,existence,67.71
69,19,50,debt,159.19
9,9,0,debt,38.05
35,12,23,existence,74.26
2,1,1,existence,4.05
117,86,31,payment,283.3
5,5,0,debt,38.12
12,6,6,debt,34.9
121,8,113,debt,303.89
55,47,8,debt,117.41
153,92,61,payment,314.69
125,47,78,payment,225.51
30,10,20,existence,72.49
62,59,3,payment,219.58
55,54,1,payment,186.92
36,23,13,debt,131.59
7,3,4,existence,20.15
15,10,5,existence,47.87
14,5,9,debt,40.43
96,61,35,debt,236.87
5,4,1,payment,25.63
24,3,21,debt,69.58
149,116,33,existence,448.26
125,24,101,debt,240.62
143,112,31,debt,313.65
100,91,9,existence,227.74
149,103,46,existence,302.14
141,101,40,debt,332.47
141,11,130,existence,233.8
72,40,32,existence,140.8
156,87,69,payment,445.47
15,4,11,debt,63.24
78,70,8,payment,273.57
9,1,8,payment,27.14
106,82,24,debt,245.42
62,2,60,debt,112.17
96,56,40,payment,226.26
29,11,18,existence,66.62
12,9,3,debt,46.78
96,9,87,debt,216.76
132,103,29,existence,377.35
64,20,44,existence,175.57
139,93,46,existence,372.01
89,7,82,debt,202.76
9,3,6,payment,38.26
80,55,25,existence,166.69
106,80,26,debt,252.72
103,7,96,existence,217.49
27,9,18,existence,50.37
18,8,10,debt,62.77
14,12,2,payment,52.92
97,61,36,payment,259.66
55,2,53,existence,131.92
36,27,9,existence,122.24
92,3,89,existence,223.16
73,58,15,payment,250.76
111,32,79,debt,308.92
31,19,12,debt,111.84
151,75,76,debt,376.4
64,57,7,existence,171.98
31,4,27,debt,66.99
111,45,66,debt,329.29
80,14,66,existence,117.01
126,19,107,payment,239.08
142,90,52,payment,300.35
96,67,29,payment,318.76
76,40,36,payment,229.56
154,69,85,existence,380.31
125,79,46,existence,388.36
98,97,1,existence,243.12
50,16,34,debt,119.06
64,45,19,existence,140.84
92,61,31,existence,259.87
85,33,52,debt,264.78
66,65,1,debt,185.31
150,42,108,existence,323.14
56,48,8,debt,203.36
133,89,44,debt,391.6
5,1,4,debt,31.86
106,51,55,existence,211.06
51,49,2,existence,172.06
140,9,131,existence,253.75
63,3,60,existence,145.89
65,2,63,debt,148.01
123,55,68,payment,338.92
145,30,115,payment,237.2
15,5,10,debt,44.78
66,19,47,existence,118.68
124,18,106,payment,343.33
83,47,36,existence,257.53
108,53,55,debt,204.28
121,15,106,existence,161.64
102,25,77,debt,196.22
113,72,41,debt,337.78
79,43,36,debt,170.1
20,13,7,payment,69.73
85,56,29,payment,170.68
59,24,35,payment,111.98
67,27,40,payment,125.57
101,21,80,payment,218.07
99,39,60,debt,263.89
115,88,27,payment,349.68
15,9,6,existence,28.59
102,2,100,payment,213.86
153,95,58,debt,344.94
59,39,20,debt,146.9
146,77,69,payment,362.63
154,146,8,debt,444.14
147,142,5,payment,360.72
85,43,42,existence,144.1
61,49,12,existence,164.78
46,1,45,existence,77.8
4,3,1,existence,8.64
150,77,73,payment,364.24
12,10,2,payment,42.22
38,3,35,payment,60.93
156,18,138,payment,367.32
81,46,35,debt,210.39
155,35,120,existence,228.85
135,57,78,existence,359.38
22,7,15,existence,50.44
151,120,31,debt,337.72
87,67,20,existence,268.46
64,23,41,debt,171.01
71,6,65,existence,182.96
71,19,52,payment,180.8
150,82,68,existence,270.7
100,17,83,debt,150.64
53,5,48,existence,110.22
143,91,52,existence,381.96
116,10,106,debt,197.38
45,33,12,debt,119.22
58,55,3,payment,149.25
78,68,10,payment,268.1
1,1,0,payment,19.69
76,55,21,payment,212.94
135,29,106,payment,336.51
73,6,67,existence,103.01
108,68,40,existence,318.33
38,8,30,existence,86.83
118,114,4,debt,333.14
11,8,3,payment,28.04
136,26,110,existence,333.48
44,15,29,existence,104.62
113,85,28,payment,316.33
82,61,21,existence,235.1
154,103,51,existence,479.48
54,43,11,payment,152.44
23,23,0,debt,98.04
90,3,87,debt,144.94
110,98,12,debt,324.16
33,31,2,existence,94.89
121,94,27,debt,435.36
78,73,5,existence,205.8
97,21,76,debt,275.39
90,77,13,debt,261.03
115,97,18,existence,362.32
72,53,19,debt,249.23
4,2,2,existence,10.96
118,43,75,existence,229.04
60,9,51,existence,127.58
25,19,6,existence,50.13
73,70,3,existence,221.3
86,22,64,existence,205.56
71,47,24,existence,230.25
26,19,7,payment,91.87
54,31,23,payment,126.84
151,58,93,payment,422.16
136,41,95,existence,369.69
126,99,27,payment,346.57
122,90,32,existence,319.27
65,17,48,existence,163.75
4,2,2,debt,18.27
48,45,3,debt,167.12
61,6,55,debt,101.86
79,17,62,existence,210.64
112,52,60,existence,196.94
111,77,34,existence,291.34
81,42,39,existence,230
18,13,5,existence,47.38
102,33,69,existence,171.92
84,20,64,debt,227.2
35,7,28,existence,80.47
53,17,36,existence,122.04
21,15,6,payment,64.81
59,48,11,existence,169.69
135,59,76,existence,235.13
53,38,15,payment,143.77
40,7,33,debt,104.74
63,9,54,existence,121.74
78,62,16,debt,237.03
97,59,38,payment,242.03
137,13,124,payment,323.43
154,79,75,payment,400.9
58,27,31,payment,176.1
125,24,101,existence,290.35
95,86,9,existence,352.55
26,13,13,payment,88.61
19,16,3,payment,70.57
84,72,12,debt,228.11
39,4,35,payment,78.47
123,105,18,payment,346.74
82,70,12,payment,242.61
50,32,18,payment,131.93
95,37,58,payment,274.6
50,25,25,existence,91.05
31,13,18,payment,77.31
138,15,123,debt,306.43
3,1,2,existence,7.69
17,16,1,payment,66.61
101,77,24,existence,221.62
33,17,16,debt,84.12
123,5,118,payment,253.33
102,66,36,payment,211.87
15,3,12,debt,46.2
29,24,5,debt,119.44
46,24,22,debt,119.32
89,30,59,payment,248.34
146,93,53,existence,303.5
71,36,35,existence,176.03
53,37,16,existence,125.04
150,78,72,existence,298.6
97,66,31,debt,297.16
155,108,47,debt,558.02
45,18,27,existence,92.17
65,52,13,debt,192.83
3,1,2,existence,6.76
89,88,1,existence,242.14
95,6,89,debt,162.41
3,1,2,debt,18.67
127,40,87,existence,178.03
80,64,16,payment,235.26
57,41,16,debt,171.53
26,18,8,debt,105.99
94,57,37,payment,206.96
114,97,17,existence,363.13
43,35,8,existence,136.18
73,9,64,payment,179.2
79,17,62,payment,224.12
118,105,13,payment,416.83
35,16,19,existence,58.98
100,82,18,debt,297.73
19,17,2,payment,48.89
151,150,1,existence,407.8
110,57,53,payment,338.76
85,1,84,existence,120.34
136,2,134,debt,223.88
39,15,24,payment,101.03
122,51,71,payment,251.8
104,88,16,payment,357.36
11,11,0,payment,40.18
111,43,68,payment,251.62
33,5,28,payment,51.71
133,52,81,existence,250.67
133,51,82,existence,292.96
133,32,101,existence,285.31
87,28,59,debt,164.4
48,33,15,debt,150.27
150,144,6,debt,452.61
143,15,128,payment,302.32
144,111,33,existence,447.11
120,41,79,debt,216.81
61,47,14,existence,113.17
122,61,61,payment,355.56
6,2,4,existence,9.77
90,70,20,existence,263.89
47,33,14,debt,165.47
58,23,35,debt,160.97
139,70,69,existence,265.97
56,1,55,debt,88.86
96,32,64,existence,218.81
118,31,87,debt,255.66
68,53,15,payment,158.41
138,61,77,debt,338.03
103,13,90,debt,148.53
25,14,11,debt,68.07
110,74,36,payment,345.98
68,49,19,payment,203.5
152,5,147,payment,339.95
151,125,26,debt,384.9
130,128,2,debt,358.96
9,4,5,debt,44.64
40,29,11,existence,99.62
123,3,120,payment,240.09
43,43,0,debt,142.5
113,67,46,existence,268.2
74,31,43,debt,143.36
11,3,8,existence,24.27
139,13,126,existence,267.66
77,7,70,payment,158.61
13,8,5,existence,32.86
10,9,1,payment,36.96
87,24,63,debt,224.69
67,41,26,debt,220.65
39,11,28,existence,78.46
46,10,36,debt,133.25
107,50,57,existence,327.27
12,3,9,payment,26.3
52,28,24,payment,126.22
114,99,15,debt,253.37
149,61,88,payment,379.44
140,87,53,existence,340.3
28,22,6,existence,93.12
54,16,38,payment,107.1
76,74,2,existence,210.71
134,134,0,payment,481.56
74,24,50,payment,220.04
145,115,30,debt,337.34
11,1,10,debt,36.78
64,5,59,debt,100.64
118,38,80,payment,316.91
78,6,72,debt,196.73
87,8,79,debt,144.83
88,33,55,debt,233.69
45,25,20,existence,108.92
134,98,36,payment,355.88
43,43,0,existence,86.77
18,14,4,debt,68.92
27,19,8,debt,99.57
24,22,2,payment,64.2
16,6,10,debt,35.72
70,8,62,payment,187.65
135,27,108,existence,310.25
19,18,1,existence,52.29
110,106,4,payment,337.35
29,14,15,debt,93.63
117,6,111,debt,276.08
19,13,6,existence,42.68
67,42,25,existence,198.02
18,12,6,debt,57.94
108,75,33,debt,311.21
128,87,41,existence,331.91
16,13,3,debt,77.67
52,35,17,payment,108.02
143,34,109,existence,227.94
133,52,81,debt,356
52,37,15,existence,137.67
74,42,32,debt,163.36
109,38,71,payment,271.33
21,20,1,payment,71.99
95,4,91,debt,155.43
67,35,32,payment,133.92
13,10,3,payment,41.79
59,10,49,payment,151.14
46,20,26,existence,103.25
18,12,6,debt,52.64
50,19,31,debt,123.98
129,90,39,debt,371.37
96,6,90,debt,244.63
146,7,139,payment,287.3
90,81,9,payment,301.45
18,1,17,payment,43.13
8,3,5,debt,37.81
133,101,32,debt,409.36
122,109,13,existence,337.35
30,25,5,debt,120.21
52,30,22,existence,97.54
56,29,27,payment,129.81
58,48,10,payment,146.15
15,12,3,debt,48.3
132,107,25,existence,342.78
26,4,22,payment,56.49
100,80,20,debt,288.33
49,2,47,existence,76.77
33,15,18,payment,86.78
135,119,16,existence,427.67
42,38,4,debt,125.95
139,23,116,existence,261.5
77,36,41,debt,182.25
92,60,32,debt,212.52
46,16,30,debt,151.55
126,66,60,existence,259.9
139,115,24,existence,259.54
35,30,5,debt,134.75
54,17,37,existence,103.27
13,1,12,debt,33.94
86,58,28,existence,152.06
85,20,65,payment,170.02
91,69,22,existence,303.34
26,15,11,existence,63.48
123,47,76,existence,313.87
55,8,47,payment,129.74
55,31,24,payment,106.94
29,27,2,payment,82.13
46,41,5,existence,122.52
6,3,3,existence,15.63
155,63,92,debt,423.7
156,43,113,debt,248.27
27,9,18,debt,55.97
68,3,65,existence,134.22
145,100,45,debt,399.21
7,1,6,existence,12.4
8,4,4,existence,18.68
28,18,10,payment,81.19
42,27,15,payment,91.37
87,79,8,debt,251.3
46,45,1,debt,148.54
122,77,45,existence,282.43
17,12,5,debt,46.72
37,31,6,existence,92.31
56,31,25,existence,145.35
123,66,57,debt,214.48
62,54,8,debt,216.55
14,12,2,existence,32.92
19,5,14,existence,44.2
27,13,14,payment,62.52
148,60,88,debt,288.02
128,35,93,payment,376.77
79,40,39,payment,262.51
39,27,12,debt,97.95
59,20,39,payment,169.22
102,55,47,existence,259.76
130,7,123,payment,292.68
68,18,50,payment,200.98
126,93,33,existence,283.39
157,137,20,payment,436.83
91,5,86,debt,172.61
16,13,3,debt,77.21
14,11,3,payment,43.28
67,14,53,payment,129.09
39,31,8,payment,109.18
48,47,1,existence,122.61
120,24,96,debt,278.72
37,19,18,debt,122.01
130,67,63,payment,282.83
20,7,13,payment,53.07
91,78,13,existence,278.01
139,89,50,existence,415.09
25,9,16,existence,68.4
17,6,11,existence,37.31
14,11,3,payment,46.67
65,28,37,existence,196.32
52,12,40,debt,118.49
40,35,5,payment,143.47
61,42,19,existence,178.41
68,50,18,existence,131.11
34,7,27,existence,87.28
40,28,12,payment,92.67
27,13,14,payment,93.75
19,10,9,payment,63.99
9,2,7,payment,31.55
17,4,13,existence,36.97
12,12,0,debt,38.25
39,16,23,existence,93.05
144,33,111,existence,302.63
97,77,20,existence,236.36
153,107,46,debt,357.31
143,63,80,debt,321.73
144,50,94,payment,277.94
41,12,29,existence,69.98
122,115,7,payment,363.71
75,72,3,existence,173.43
79,20,59,payment,129.09
104,95,9,debt,366.48
126,53,73,debt,254.76
53,12,41,debt,149.36
110,56,54,debt,246.46
55,17,38,debt,139.14
48,40,8,payment,105.03
10,2,8,existence,18.88
138,67,71,payment,376.68
49,39,10,payment,156.7
144,24,120,existence,324.71
99,35,64,debt,238.39
11,4,7,payment,40.29
18,12,6,existence,44.32
109,19,90,debt,238.94
34,15,19,existence,87.45
29,23,6,debt,73.13
27,18,9,existence,68.29
149,73,76,existence,325.04
70,39,31,existence,146.65
122,87,35,payment,311.84
20,9,11,existence,39.2
155,51,104,payment,431.17
156,112,44,payment,462.88
127,87,40,payment,274.74
82,63,19,existence,241.11
148,72,76,payment,444.82
96,44,52,debt,181.17
114,80,34,payment,302.17
19,19,0,debt,94.85
34,15,19,existence,61.58
43,12,31,existence,80.53
64,10,54,payment,146.06
26,8,18,payment,75.75
44,19,25,debt,137.11
34,19,15,payment,100.73
150,109,41,debt,478.51
29,12,17,existence,68.98
106,66,40,debt,327.68
112,10,102,debt,230.04
142,96,46,existence,379.61
122,70,52,debt,244.21
134,55,79,existence,241.85
22,2,20,debt,63.59
2,2,0,payment,14.81
82,65,17,existence,212.28
24,6,18,debt,73.17
105,31,74,existence,275.36
156,112,44,debt,524.28
37,24,13,debt,121.2
28,22,6,payment,77
69,23,46,payment,196.69
57,29,28,existence,110.84
102,21,81,payment,181.87
29,9,20,existence,84.11
152,80,72,payment,259.66
125,83,42,debt,393.13
2,1,1,existence,5.68
27,22,5,debt,83.9
137,68,69,debt,274.87
20,5,15,existence,32.7
19,16,3,existence,46.03
93,19,74,debt,203.58
11,9,2,payment,51.32
82,55,27,payment,188.79
146,140,6,payment,470.54
63,50,13,debt,152.52
140,35,105,debt,368.43
14,14,0,payment,60.85
152,105,47,existence,381.64
1,1,0,debt,13.84
131,34,97,existence,351.82
140,94,46,existence,299.7
91,47,44,existence,160.09
113,70,43,payment,325.5
83,79,4,debt,218.09
36,1,35,payment,69.04
31,13,18,payment,79.76
107,67,40,debt,245.94
87,48,39,payment,230.95
130,66,64,payment,305.22
3,3,0,payment,21.76
141,123,18,payment,406.65
156,55,101,existence,301.06
23,4,19,existence,38.14
152,23,129,existence,301.4
120,91,29,payment,253.44
28,4,24,existence,43.65
44,17,27,existence,67.59
87,68,19,debt,293.91
56,45,11,existence,167.02
102,84,18,payment,247.45
57,13,44,payment,148.98
137,61,76,debt,394.33
3,2,1,debt,36.08
143,51,92,payment,346.28
58,13,45,existence,129.16
135,96,39,debt,265.01
91,38,53,debt,204.25
91,22,69,existence,142.49
109,95,14,existence,332.49
144,64,80,payment,261.27
96,7,89,existence,195.42
28,16,12,debt,68.69
148,78,70,debt,301.37
49,44,5,existence,115.73
117,56,61,debt,215.85
67,20,47,debt,163.51
147,67,80,debt,432.43
97,23,74,existence,172.29
22,6,16,existence,41.66
154,128,26,existence,386.78
30,30,0,debt,98.04
13,1,12,existence,28.6
39,33,6,debt,147.04
71,23,48,debt,131.41
142,90,52,payment,382.31
4,1,3,debt,30.22
90,7,83,payment,241.08
67,57,10,debt,211.98
37,1,36,existence,89.94
149,104,45,debt,359.02
29,24,5,existence,62.3
88,11,77,existence,181.12
97,78,19,debt,272.37
88,29,59,existence,227.79
43,37,6,existence,128.83
15,15,0,debt,51.55
141,121,20,debt,374.91
21,13,8,payment,64.77
69,18,51,payment,188.28
50,49,1,payment,170.26
149,128,21,payment,404.09
8,4,4,existence,14.86
46,32,14,debt,132.97
37,30,7,debt,150.1
76,28,48,debt,151.92
142,93,49,debt,467.02
114,6,108,debt,262.08
143,110,33,payment,459.5
154,152,2,payment,535.3
87,38,49,payment,190.22
91,53,38,payment,194.75
82,21,61,payment,200.04
153,2,151,existence,232.88
73,58,15,existence,176.06
7,5,2,debt,49.71
28,27,1,debt,87.56
144,84,60,debt,339.24
157,13,144,existence,308.11
149,87,62,existence,441.4
4,1,3,debt,24.51
145,139,6,debt,406.01
21,6,15,debt,51.19
138,85,53,payment,300.14
103,56,47,debt,216.41
57,17,40,existence,80.06
86,16,70,payment,243.28
91,62,29,debt,305.83
2,2,0,payment,13.57
39,12,27,existence,102.28
6,1,5,payment,28.53
44,36,8,payment,144.07
83,66,17,existence,180.93
5,2,3,existence,10.67
147,134,13,payment,423.15
2,1,1,existence,5.28
79,71,8,existence,185.68
121,101,20,debt,379.41
74,45,29,existence,161.57
156,12,144,existence,394.91
133,78,55,payment,271.28
47,15,32,existence,94.64
65,24,41,debt,173.78
52,47,5,debt,196.79
63,54,9,payment,198.24
23,6,17,existence,42.1
96,60,36,existence,236.31
78,11,67,payment,173.18
74,30,44,debt,188.92
16,15,1,existence,43.47
125,102,23,debt,444.58
50,27,23,payment,168.45
153,114,39,payment,491.34
55,53,2,existence,150.93
149,122,27,debt,478.25
58,49,9,debt,190.38
126,65,61,existence,296.49
150,42,108,existence,369.15
141,35,106,debt,315.99
153,98,55,existence,307.03
154,25,129,payment,366.21
7,3,4,existence,12.93
53,17,36,payment,123.09
41,31,10,debt,121.23
129,37,92,debt,300.39
5,5,0,payment,28.16
41,23,18,debt,115.94
84,75,9,existence,194.02
22,15,7,existence,41.38
94,35,59,payment,167.54
77,75,2,debt,237.9
115,83,32,payment,285.96
75,31,44,existence,160.1
32,7,25,existence,49.33
120,59,61,payment,380.81
143,6,137,existence,306.49
66,26,40,existence,119.9
150,133,17,payment,454.82
125,73,52,payment,404.47
122,16,106,payment,215.64
42,15,27,payment,97.46
144,26,118,existence,192.94
28,15,13,existence,61.27
140,12,128,existence,244.83
107,74,33,payment,309.93
32,28,4,payment,72.47
144,132,12,payment,481.85
61,18,43,existence,105.63
85,42,43,payment,185.36
97,26,71,debt,240.76
30,4,26,debt,54.37
12,4,8,existence,18.26
69,11,58,existence,180.8
27,17,10,debt,105.97
114,109,5,existence,336.22
23,23,0,existence,51.47
88,70,18,existence,170.69
60,10,50,payment,124.11
94,78,16,debt,244.85
102,84,18,existence,286.2
58,15,43,payment,152.13
3,1,2,debt,26.66
31,16,15,debt,96
62,55,7,payment,208.23
65,21,44,payment,175.99
142,103,39,existence,447.75
6,2,4,payment,31.01
102,33,69,existence,234.07
56,4,52,debt,143.25
48,39,9,existence,121.47
37,17,20,existence,74.96
77,61,16,payment,193.31
133,89,44,debt,394.75
59,20,39,payment,140.52
103,25,78,debt,249.68
153,67,86,debt,459.74
83,18,65,debt,194.42
116,84,32,existence,347.65
44,41,3,payment,156.51
3,3,0,payment,19.47
134,130,4,debt,457.76
100,92,8,existence,252.64
123,29,94,existence,340.61
142,21,121,debt,274.87
91,80,11,debt,205.79
138,58,80,debt,232.33
47,34,13,existence,142.03
91,35,56,debt,262.15
137,104,33,payment,408.78
144,83,61,debt,397.57
50,21,29,existence,144.28
94,17,77,payment,164.05
116,85,31,payment,316.58
5,4,1,payment,26.35
77,39,38,debt,196.87
23,8,15,payment,80.56
43,31,12,debt,136.88
63,37,26,existence,137.21
117,117,0,existence,277.63
133,49,84,payment,379.86
26,14,12,existence,44.8
38,23,15,debt,116.75
18,15,3,payment,57.31
64,44,20,debt,127.14
78,60,18,existence,196.21
90,43,47,payment,245.08
7,2,5,payment,27.78
56,36,20,existence,164.6
27,12,15,debt,81.36
5,3,2,payment,18.18
7,7,0,existence,20.08
40,27,13,debt,106.45
25,1,24,debt,63.9
142,66,76,existence,342.69
98,83,15,existence,210.59
39,5,34,payment,67.07
94,73,21,payment,273.96
55,54,1,debt,179.88
136,14,122,payment,258.63
48,5,43,existence,108.54
105,82,23,payment,252.07
108,96,12,existence,240.19
147,63,84,debt,361.42
156,52,104,debt,438.89
32,7,25,debt,67.93
136,76,60,payment,354.95
37,23,14,existence,120.35
60,58,2,existence,131.04
18,11,7,payment,61.21
23,20,3,existence,61.63
141,28,113,payment,260.64
16,10,6,payment,52.75
123,115,8,debt,313.39
46,3,43,debt,102.96
11,10,1,payment,50.99
105,65,40,existence,302.65
52,14,38,payment,126.1
76,4,72,debt,194.01
24,14,10,existence,67.07
27,15,12,debt,107.07
123,13,110,payment,267.66
18,12,6,payment,55.33
20,5,15,payment,66.37
133,89,44,existence,410.47
142,60,82,debt,292.35
96,27,69,debt,244.42
133,46,87,debt,371.02
28,13,15,debt,91.74
10,5,5,payment,25.96
115,84,31,existence,307.11
94,94,0,existence,334.51
38,13,25,payment,102.35
88,21,67,payment,238.75
103,6,97,payment,163.5
69,21,48,existence,171.37
30,3,27,debt,69.11
137,60,77,debt,394.03
72,15,57,payment,154.11
144,84,60,debt,447.06
106,71,35,payment,255.63
24,7,17,payment,52.87
143,89,54,existence,417.99
63,59,4,payment,178.53
6,3,3,debt,32.97
102,84,18,debt,302.69
128,120,8,debt,494.03
94,65,29,debt,258.14
147,98,49,existence,323.11
89,70,19,payment,314.65
51,33,18,payment,177.17
116,109,7,payment,313.09
106,1,105,existence,258.56
20,15,5,debt,75.05
80,71,9,debt,256.98
58,35,23,debt,191.78
129,122,7,existence,424.65
80,52,28,payment,169.97
17,9,8,payment,51.13
15,6,9,payment,50.24
112,82,30,debt,387.05
122,89,33,existence,347.88
138,96,42,debt,338.74
144,110,34,payment,430.33
90,2,88,payment,229.41
15,1,14,payment,41.54
89,31,58,payment,188.37
28,24,4,existence,88.94
29,6,23,existence,61.85
138,12,126,payment,229.34
146,95,51,existence,423.85
122,8,114,payment,245.29
10,4,6,payment,38.6
1,1,0,existence,2.33
17,1,16,payment,38.19
114,53,61,payment,354.39
136,95,41,existence,361.86
92,82,10,payment,268.42
55,49,6,existence,173.78
62,9,53,payment,104.57
30,5,25,debt,71.78
126,95,31,payment,225.83
44,13,31,debt,148.14
32,12,20,debt,81.04
25,1,24,debt,67.9
66,6,60,payment,107.07
6,3,3,debt,32.97
150,36,114,debt,334.64
25,13,12,debt,76.81
120,28,92,existence,307.24
153,50,103,payment,328.47
52,46,6,debt,176.11
105,1,104,payment,201.6
12,6,6,existence,36.89
26,15,11,debt,63.04
34,9,25,payment,100.78
145,31,114,payment,292.52
151,73,78,debt,270.55
122,2,120,debt,245.51
24,7,17,existence,67.44
75,41,34,debt,252.75
103,97,6,debt,236.88
121,88,33,existence,312.89
146,135,11,existence,522.9
32,25,7,debt,94.72
57,21,36,payment,119.95
2,2,0,payment,15.22
110,104,6,existence,230.02
58,42,16,debt,164.12
148,1,147,existence,184.3
4,4,0,debt,35.45
129,37,92,payment,281.27
92,10,82,existence,165.59
141,10,131,payment,320.78
102,55,47,debt,224.19
87,65,22,payment,234.76
140,116,24,payment,333.19
26,9,17,debt,87.11
127,61,66,payment,261.45
100,30,70,payment,229.71
41,40,1,debt,105.81
155,114,41,debt,452.83
131,10,121,debt,259.43
145,37,108,payment,320
24,7,17,payment,58.66
96,25,71,debt,178.78
82,30,52,debt,154.11
75,73,2,existence,173.64
56,22,34,payment,134.75
12,7,5,existence,36.74
87,86,1,payment,281.37
122,109,13,existence,291.07
110,105,5,payment,316.98
43,11,32,debt,130.75
121,38,83,existence,296.88
69,51,18,debt,172.65
128,42,86,debt,306.32
97,23,74,payment,189.49
87,81,6,debt,311.55
120,57,63,payment,291.86
99,35,64,payment,282.72
10,5,5,existence,25.34
100,14,86,debt,194.48
81,51,30,debt,280.37
63,50,13,existence,201.89
46,35,11,payment,128.71
65,8,57,debt,171.75
26,22,4,debt,114.94
95,27,68,debt,174.94
85,27,58,existence,212.8
124,36,88,debt,351.43
137,21,116,debt,246.33
54,42,12,payment,153.84
66,19,47,debt,166.54
155,54,101,existence,329.8
147,79,68,debt,328.96
27,4,23,payment,79.26
111,47,64,existence,294.13
136,118,18,payment,383.37
114,50,64,existence,194.23
119,110,9,debt,305.56
134,115,19,debt,357.78
112,102,10,payment,361.66
133,53,80,existence,371.3
45,13,32,debt,87.55
146,59,87,existence,313.95
26,15,11,payment,87.49
110,50,60,existence,308.46
63,33,30,payment,206.62
83,74,9,debt,297.89
51,13,38,payment,117.31
85,40,45,payment,239.52
141,34,107,debt,259.17
156,7,149,debt,329.08
52,15,37,payment,135.62
125,60,65,existence,318.64
144,141,3,existence,522.59
32,12,20,payment,83.64
143,57,86,existence,215.7
29,10,19,payment,84.1
31,22,9,debt,115.23
156,75,81,debt,378.85
97,92,5,existence,196.65
131,31,100,payment,277.23
147,137,10,payment,507.47
42,33,9,payment,159.26
89,9,80,payment,160.2
153,145,8,payment,387
77,73,4,debt,303.01
100,100,0,debt,215.28
146,146,0,existence,410.54
